ID materiału,Etap,Sesje docelowe,Brief,Prompt lub dokładny tekst,Źródło,Model i wersja,Plan/licencja,Data,Plik master,Eksport,Status,Uwagi z telefonu
VOICE_meditate_quiet-night-10_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,quiet-night-10,Less; 400–500 s; mowa musi pozostawić przestrzeń na praktykę,"There is nothing to perform now. Let attention become less deliberate. If you drift, drift. If you notice a sound, notice it. If thoughts continue, they can continue. The practice does not require you to stay alert in a particular way.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/quiet-night-10/05-less.wav,narration/releaf-guide/quiet-night-10/05-less.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_meditate_quiet-night-10_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,quiet-night-10,Close; 500–600 s; mowa musi pozostawić przestrzeń na praktykę,"The guidance can end here. You do not need to do anything with the remaining quiet. Stay with the sounds, the body, or simply let attention loosen. Continue in your own way.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/quiet-night-10/06-close.wav,narration/releaf-guide/quiet-night-10/06-close.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_emergency-grounding_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,emergency-grounding,Arrive; 0–24 s; mowa musi pozostawić przestrzeń na praktykę,Place both feet on the floor and notice the support beneath you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/emergency-grounding/main/01-arrive.wav,narration/releaf-guide/reset/emergency-grounding/main/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_emergency-grounding_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,emergency-grounding,Look; 24–48 s; mowa musi pozostawić przestrzeń na praktykę,Look around and name five things you can see.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/emergency-grounding/main/02-look.wav,narration/releaf-guide/reset/emergency-grounding/main/02-look.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_emergency-grounding_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,emergency-grounding,Feel; 48–72 s; mowa musi pozostawić przestrzeń na praktykę,Notice four things you can physically feel around you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/emergency-grounding/main/03-feel.wav,narration/releaf-guide/reset/emergency-grounding/main/03-feel.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_emergency-grounding_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,emergency-grounding,Listen; 72–96 s; mowa musi pozostawić przestrzeń na praktykę,Listen for three sounds without trying to change them.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/emergency-grounding/main/04-listen.wav,narration/releaf-guide/reset/emergency-grounding/main/04-listen.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_emergency-grounding_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,emergency-grounding,Return; 96–120 s; mowa musi pozostawić przestrzeń na praktykę,Notice the room around you again. Stay here for a moment if you need to.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/emergency-grounding/main/05-return.wav,narration/releaf-guide/reset/emergency-grounding/main/05-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_60s-grounding_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,60s-grounding,Arrive; 0–15 s; mowa musi pozostawić przestrzeń na praktykę,Sit comfortably and place your feet on the ground.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/60s-grounding/main/01-arrive.wav,narration/releaf-guide/reset/60s-grounding/main/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_60s-grounding_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,60s-grounding,Feel; 15–30 s; mowa musi pozostawić przestrzeń na praktykę,Notice three physical sensations where your body meets the floor or chair.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/60s-grounding/main/02-feel.wav,narration/releaf-guide/reset/60s-grounding/main/02-feel.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_60s-grounding_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,60s-grounding,Notice; 30–45 s; mowa musi pozostawić przestrzeń na praktykę,Notice the sensations in your body and the contact with the chair.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/60s-grounding/main/03-notice.wav,narration/releaf-guide/reset/60s-grounding/main/03-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_60s-grounding_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,60s-grounding,Release; 45–60 s; mowa musi pozostawić przestrzeń na praktykę,Let thoughts come and go without judgement.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/60s-grounding/main/04-release.wav,narration/releaf-guide/reset/60s-grounding/main/04-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,Arrive; 0–15 s; mowa musi pozostawić przestrzeń na praktykę,Look around the space you are in.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/main/01-arrive.wav,narration/releaf-guide/reset/back-to-room/main/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,See; 15–60 s; mowa musi pozostawić przestrzeń na praktykę,Notice five things you can see.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/main/02-see.wav,narration/releaf-guide/reset/back-to-room/main/02-see.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,Feel; 60–100 s; mowa musi pozostawić przestrzeń na praktykę,Notice four things you can physically feel.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/main/03-feel.wav,narration/releaf-guide/reset/back-to-room/main/03-feel.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,Hear; 100–130 s; mowa musi pozostawić przestrzeń na praktykę,Listen for three different sounds.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/main/04-hear.wav,narration/releaf-guide/reset/back-to-room/main/04-hear.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,Smell; 130–155 s; mowa musi pozostawić przestrzeń na praktykę,"Notice two things you can smell, or imagine two familiar scents.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/main/05-smell.wav,narration/releaf-guide/reset/back-to-room/main/05-smell.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,Taste; 155–170 s; mowa musi pozostawić przestrzeń na praktykę,"Notice one taste, or imagine a familiar taste.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/main/06-taste.wav,narration/releaf-guide/reset/back-to-room/main/06-taste.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_steps_07,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,Return; 170–180 s; mowa musi pozostawić przestrzeń na praktykę,Notice the room around you again.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/main/07-return.wav,narration/releaf-guide/reset/back-to-room/main/07-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_simplifiedSteps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,See; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Notice three things you can see.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/simplified/01-see.wav,narration/releaf-guide/reset/back-to-room/simplified/01-see.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_simplifiedSteps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,Feel; 20–40 s; mowa musi pozostawić przestrzeń na praktykę,Notice two things you can physically feel.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/simplified/02-feel.wav,narration/releaf-guide/reset/back-to-room/simplified/02-feel.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_back-to-room_simplifiedSteps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,back-to-room,Hear; 40–60 s; mowa musi pozostawić przestrzeń na praktykę,Notice one sound you can hear.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/back-to-room/simplified/03-hear.wav,narration/releaf-guide/reset/back-to-room/simplified/03-hear.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_jaw-shoulders_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,jaw-shoulders,Notice; 0–10 s; mowa musi pozostawić przestrzeń na praktykę,Notice your jaw and shoulders without changing anything yet.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/jaw-shoulders/main/01-notice.wav,narration/releaf-guide/reset/jaw-shoulders/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_jaw-shoulders_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,jaw-shoulders,Jaw; 10–25 s; mowa musi pozostawić przestrzeń na praktykę,Let your teeth separate slightly. Let the tongue rest.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/jaw-shoulders/main/02-jaw.wav,narration/releaf-guide/reset/jaw-shoulders/main/02-jaw.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_jaw-shoulders_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,jaw-shoulders,Shoulders; 25–40 s; mowa musi pozostawić przestrzeń na praktykę,Gently lift your shoulders. Hold for a moment without straining.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/jaw-shoulders/main/03-shoulders.wav,narration/releaf-guide/reset/jaw-shoulders/main/03-shoulders.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_jaw-shoulders_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,jaw-shoulders,Release; 40–55 s; mowa musi pozostawić przestrzeń na praktykę,Let your shoulders drop. Notice the difference.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/jaw-shoulders/main/04-release.wav,narration/releaf-guide/reset/jaw-shoulders/main/04-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_jaw-shoulders_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,jaw-shoulders,Again; 55–70 s; mowa musi pozostawić przestrzeń na praktykę,"Lift gently once more, only as much as feels comfortable.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/jaw-shoulders/main/05-again.wav,narration/releaf-guide/reset/jaw-shoulders/main/05-again.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_jaw-shoulders_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,jaw-shoulders,Let Go; 70–80 s; mowa musi pozostawić przestrzeń na praktykę,Release the shoulders again.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/jaw-shoulders/main/06-let-go.wav,narration/releaf-guide/reset/jaw-shoulders/main/06-let-go.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_jaw-shoulders_steps_07,TOŻSAMOŚĆ GŁOSU WYMAGANA,jaw-shoulders,Notice; 80–90 s; mowa musi pozostawić przestrzeń na praktykę,Notice what feels different now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/jaw-shoulders/main/07-notice.wav,narration/releaf-guide/reset/jaw-shoulders/main/07-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_name-the-thought_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,name-the-thought,Notice; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Notice what your mind keeps returning to.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/name-the-thought/main/01-notice.wav,narration/releaf-guide/reset/name-the-thought/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_name-the-thought_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,name-the-thought,Name; 20–40 s; mowa musi pozostawić przestrzeń na praktykę,Put the thought into one short sentence in your mind. You do not need to type or save it.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/name-the-thought/main/02-name.wav,narration/releaf-guide/reset/name-the-thought/main/02-name.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_name-the-thought_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,name-the-thought,Unhook; 40–70 s; mowa musi pozostawić przestrzeń na praktykę,Try adding: “I am noticing the thought that…” before the sentence.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/name-the-thought/main/03-unhook.wav,narration/releaf-guide/reset/name-the-thought/main/03-unhook.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_name-the-thought_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,name-the-thought,Space; 70–95 s; mowa musi pozostawić przestrzeń na praktykę,Let the thought be there for a moment. You do not have to solve it right now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/name-the-thought/main/04-space.wav,narration/releaf-guide/reset/name-the-thought/main/04-space.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_name-the-thought_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,name-the-thought,Refocus; 95–120 s; mowa musi pozostawić przestrzeń na praktykę,"Notice one thing you can see, one thing you can hear, and one thing you can feel.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/name-the-thought/main/05-refocus.wav,narration/releaf-guide/reset/name-the-thought/main/05-refocus.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_object-anchor_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,object-anchor,Choose; 0–15 s; mowa musi pozostawić przestrzeń na praktykę,Choose one ordinary object near you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/object-anchor/main/01-choose.wav,narration/releaf-guide/reset/object-anchor/main/01-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_object-anchor_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,object-anchor,Shape; 15–33 s; mowa musi pozostawić przestrzeń na praktykę,"Notice its shape, edges, and outline.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/object-anchor/main/02-shape.wav,narration/releaf-guide/reset/object-anchor/main/02-shape.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_object-anchor_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,object-anchor,Texture; 33–51 s; mowa musi pozostawić przestrzeń na praktykę,Notice its texture or surface.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/object-anchor/main/03-texture.wav,narration/releaf-guide/reset/object-anchor/main/03-texture.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_object-anchor_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,object-anchor,Contact; 51–69 s; mowa musi pozostawić przestrzeń na praktykę,"If you are holding it, notice temperature, weight, or pressure.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/object-anchor/main/04-contact.wav,narration/releaf-guide/reset/object-anchor/main/04-contact.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_object-anchor_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,object-anchor,Detail; 69–81 s; mowa musi pozostawić przestrzeń na praktykę,Find one small detail you had not noticed before.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/object-anchor/main/05-detail.wav,narration/releaf-guide/reset/object-anchor/main/05-detail.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_object-anchor_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,object-anchor,Return; 81–90 s; mowa musi pozostawić przestrzeń na praktykę,Return your attention to the room around you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/object-anchor/main/06-return.wav,narration/releaf-guide/reset/object-anchor/main/06-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sound-anchor_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,sound-anchor,Listen; 0–12 s; mowa musi pozostawić przestrzeń na praktykę,Let your attention move toward the sounds already around you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sound-anchor/main/01-listen.wav,narration/releaf-guide/reset/sound-anchor/main/01-listen.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sound-anchor_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,sound-anchor,Near; 12–30 s; mowa musi pozostawić przestrzeń na praktykę,Notice one sound that feels close.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sound-anchor/main/02-near.wav,narration/releaf-guide/reset/sound-anchor/main/02-near.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sound-anchor_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,sound-anchor,Far; 30–48 s; mowa musi pozostawić przestrzeń na praktykę,Notice one sound that feels farther away.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sound-anchor/main/03-far.wav,narration/releaf-guide/reset/sound-anchor/main/03-far.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sound-anchor_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,sound-anchor,Layers; 48–68 s; mowa musi pozostawić przestrzeń na praktykę,See if you can notice more than one layer of sound at once.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sound-anchor/main/04-layers.wav,narration/releaf-guide/reset/sound-anchor/main/04-layers.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sound-anchor_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,sound-anchor,Return; 68–90 s; mowa musi pozostawić przestrzeń na praktykę,Return to the room without needing the sounds to change.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sound-anchor/main/05-return.wav,narration/releaf-guide/reset/sound-anchor/main/05-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_press-release_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,press-release,Arrive; 0–10 s; mowa musi pozostawić przestrzeń na praktykę,Notice where your body is supported.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/press-release/main/01-arrive.wav,narration/releaf-guide/reset/press-release/main/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_press-release_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,press-release,Press; 10–25 s; mowa musi pozostawić przestrzeń na praktykę,Press your feet or hands gently into a stable surface. Keep it comfortable.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/press-release/main/02-press.wav,narration/releaf-guide/reset/press-release/main/02-press.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_press-release_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,press-release,Release; 25–40 s; mowa musi pozostawić przestrzeń na praktykę,Release the pressure and notice the change.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/press-release/main/03-release.wav,narration/releaf-guide/reset/press-release/main/03-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_press-release_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,press-release,Again; 40–55 s; mowa musi pozostawić przestrzeń na praktykę,Press gently once more without straining.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/press-release/main/04-again.wav,narration/releaf-guide/reset/press-release/main/04-again.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_press-release_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,press-release,Let Go; 55–70 s; mowa musi pozostawić przestrzeń na praktykę,Release again and let the effort stop.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/press-release/main/05-let-go.wav,narration/releaf-guide/reset/press-release/main/05-let-go.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_press-release_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,press-release,Notice; 70–90 s; mowa musi pozostawić przestrzeń na praktykę,Notice what feels different now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/press-release/main/06-notice.wav,narration/releaf-guide/reset/press-release/main/06-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_make-room_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,make-room,Notice; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Notice the feeling or thought that is here right now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/make-room/main/01-notice.wav,narration/releaf-guide/reset/make-room/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_make-room_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,make-room,Allow; 20–45 s; mowa musi pozostawić przestrzeń na praktykę,See if you can let it be present without fixing it for this moment.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/make-room/main/02-allow.wav,narration/releaf-guide/reset/make-room/main/02-allow.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
